feature_1,feature_2,feature_3,feature_4,feature_5,category
74027,138,358,75250,85376,gamma
99931,30654,25879,81532,55778,alpha
37772,58478,64353,26762,13283,gamma
63922,39420,55568,85090,20219,alpha
57169,74965,46840,44695,84754,gamma
77988,58342,18951,1307,80388,gamma
90768,35428,92021,75774,38975,alpha
1140,24842,26421,1708,3630,gamma
19595,76021,28308,44789,55690,gamma
26086,16859,7684,91088,1207,beta
46099,67496,66093,29689,48651,gamma
13893,97808,66418,60011,38635,gamma
56115,95071,78405,72702,78518,beta
72805,58954,28064,79063,2454,alpha
20878,51098,62154,12991,68344,alpha
36593,36304,30386,55220,69338,gamma
94289,21083,18354,22190,6142,beta
28398,51971,41862,98668,53410,alpha
19503,48456,82035,8016,2384,beta
62320,15072,80018,40510,48933,gamma
21826,68026,25518,24045,50876,alpha
92446,90102,51919,99441,27103,gamma
36188,5845,86698,36674,19337,beta
22313,26943,77949,276,51151,alpha
17611,11944,52887,81442,49847,beta
58653,86072,56622,27810,77842,gamma
10503,84761,36976,11590,10886,alpha
12866,66624,68899,32792,9764,beta
86156,42727,78471,8068,7295,beta
41160,11390,20131,94754,75969,gamma
15038,52327,93718,77064,21281,beta
54189,48511,8605,1381,66634,beta
19810,24322,41869,32955,61388,gamma
10207,87329,67628,28220,84050,beta
74085,22031,70721,80807,71312,alpha
59766,12449,89833,56699,81253,gamma
46092,63671,10350,96158,68487,beta
17622,70263,53117,58394,23782,beta
28454,67904,15592,22173,33204,gamma
35596,34324,61202,89400,30750,beta
76112,16566,7190,88607,38333,beta
80905,89571,1589,25235,159,alpha
12145,80909,31921,16237,8244,beta
14743,97102,46101,84227,99532,beta
56378,71126,56071,71121,74763,gamma
93814,12237,15649,37713,73463,beta
45409,48766,46154,7016,79563,beta
48688,89678,54238,58608,89081,gamma
31897,50961,68703,44757,26917,beta
22736,27990,62551,58161,79623,gamma
22440,35205,80811,55103,70812,alpha
41627,19008,71274,32402,53384,alpha
5793,5571,96867,16209,90930,gamma
43148,91218,2224,48695,32441,gamma
39129,62368,92122,44760,23478,alpha
71854,94230,85716,12180,98538,gamma
15372,29796,58272,89963,98826,gamma
93635,54040,75357,71368,78356,alpha
16211,5842,63115,66852,45968,beta
17508,22005,54575,80742,18971,beta
25599,87592,66914,67055,87697,gamma
5355,54120,74619,38342,85992,gamma
78860,2257,27364,24972,26654,beta
80769,81423,29320,20808,52389,beta
95690,34773,51168,27747,76396,alpha
83692,57505,85896,18135,90887,alpha
96035,47377,23554,62491,55621,beta
58283,85140,16923,47591,62261,gamma
54336,74083,60948,33002,80098,gamma
73016,26672,4213,10293,99977,beta
55860,62507,57134,2100,61997,gamma
28172,20132,18199,36609,42965,alpha
8016,39779,31881,82594,24472,beta
51813,36021,54131,24087,12828,alpha
61610,96664,1401,85179,15193,gamma
92389,44864,20307,19611,43791,gamma
11950,76240,77403,2745,55243,alpha
3866,32245,44724,71354,51374,beta
30116,81029,93574,20447,30431,beta
17908,29336,40992,55350,69561,gamma
51955,61240,20093,6155,46607,beta
33487,55668,20963,50124,52870,alpha
56547,64110,53554,20936,4426,alpha
88839,27606,47832,28151,79303,gamma
11308,62522,45671,90306,94108,beta
2204,92769,87265,31131,52428,gamma
33870,49067,58585,21607,24968,gamma
98934,11908,26423,74707,78257,beta
61215,55835,49429,82152,38458,alpha
46169,7659,60614,77240,32793,gamma
46473,96762,89388,97618,88330,gamma
55751,78915,54254,7006,74218,gamma
65344,33840,32430,23091,32983,alpha
23989,75451,18990,90270,80360,gamma
36081,11033,16241,5939,47562,alpha
35063,76721,27045,44769,47118,alpha
84703,21625,27076,64805,44605,gamma
84565,88509,39121,65101,31433,beta
43309,67468,44254,67293,96258,beta
37853,38405,66652,43527,77227,beta
492,93418,8811,93344,24272,gamma
93935,72010,92492,47153,54110,alpha
13979,28328,12867,59234,25851,beta
31279,96063,73402,15449,76221,gamma
89080,5451,87178,41316,63064,alpha
63761,38870,96566,30873,58627,gamma
66155,99186,25372,3642,28001,beta
34064,94826,14122,24820,68431,beta
55745,50081,70902,8711,85132,beta
18793,8199,76253,36191,10211,alpha
63069,88896,56746,21542,31312,beta
45242,93783,87893,55388,27691,gamma
77960,84388,22601,18020,8155,alpha
69119,81051,36777,19710,24532,beta
18601,63227,4967,84289,20022,gamma
43463,74671,5722,27413,92772,alpha
81050,85867,83596,66732,12297,alpha
68323,23816,40695,19702,25242,alpha
55841,67712,85663,92764,53574,alpha
85744,28482,9171,98932,3696,beta
20058,20313,19149,53521,45740,gamma
4956,75731,82612,66641,63811,alpha
52160,51313,63232,15417,24729,alpha
30099,98134,29961,12602,9256,beta
86120,34681,91328,87440,64789,alpha
43361,64503,34540,26536,84700,gamma
63043,78532,56575,2871,46002,alpha
49812,22626,59979,76057,66668,gamma
99003,80070,89390,42998,63814,alpha
45607,7812,61844,70093,2179,gamma
43798,74601,8275,50574,47857,beta
20700,39464,42351,93330,94319,alpha
82534,13869,60315,93688,20954,alpha
31555,63353,82190,45026,46976,gamma
80578,91502,45095,14270,30908,alpha
15523,62433,47068,19991,10775,gamma
77801,84995,61250,16673,27056,gamma
6614,7415,88691,43884,16964,beta
37726,37044,57149,37544,49976,beta
32252,3832,90811,80437,34148,alpha
61240,88454,85076,77116,53459,alpha
38402,57727,38578,90453,22318,alpha
75715,77787,85029,20466,95742,beta
45475,60142,85160,26564,22412,beta
93526,51001,57649,60957,35517,alpha
13156,23064,25711,30106,65458,alpha
16589,89272,86511,7214,96117,alpha
85731,27127,5141,28884,90421,beta
2708,18375,15088,57615,45046,beta
10014,64425,3273,47135,30881,gamma
97022,78077,8712,74704,52874,gamma
69087,12297,27128,68368,94019,alpha
87599,88499,78958,32920,11156,alpha
11108,31845,2800,42712,2610,beta
77603,33872,10728,95102,95319,gamma
20583,85774,7263,67450,89285,alpha
19456,91118,65942,13689,32934,beta
33276,19873,13050,66216,84444,alpha
84040,21644,62021,37125,66899,gamma
42291,35060,1538,36176,41520,gamma
25675,18287,174,92268,34998,beta
53312,12112,75225,44814,85091,alpha
50719,33919,73155,71569,41328,alpha
70482,24618,34675,18919,4173,alpha
26400,50445,70305,37564,45814,beta
79747,88791,27962,84892,85842,gamma
70533,56184,82912,10578,18624,gamma
39194,389,99303,67391,13794,beta
58002,35531,52815,4986,32298,alpha
1481,56408,69267,16835,27798,alpha
91649,64887,19477,17266,86328,beta
85988,43526,11889,24335,11254,beta
86610,11442,46289,53747,37327,alpha
16199,72827,112,87051,19581,beta
59722,92036,97562,16523,66960,alpha
19552,10808,72525,23620,887,alpha
31802,85024,95549,81938,86741,alpha
26049,77789,84526,7846,90563,gamma
46220,46163,3765,81486,45270,beta
75277,88278,90239,22931,89116,beta
55633,80702,51913,94776,25991,beta
54845,98505,55312,10561,16901,gamma
95556,62875,25917,62120,1988,alpha
14256,87728,28230,59778,45833,alpha
22625,32088,79650,41167,71291,alpha
65303,76361,88229,4117,90265,beta
97718,60710,94426,94876,67054,gamma
30949,22547,81882,68136,64619,alpha
61842,94803,26990,16193,30109,gamma
19233,81730,34510,1306,3849,alpha
12360,94767,45800,36963,54330,alpha
51707,18689,29084,40387,74816,gamma
2642,42137,79832,55561,62260,alpha
15438,48442,2994,99575,1813,beta
93027,84381,55276,41243,62912,alpha
60272,42051,78854,82736,65618,beta
1920,77219,76872,81132,2093,gamma
12905,24351,30981,73903,70821,alpha
82289,84021,78513,19874,50931,alpha
7674,50516,94574,60686,94851,beta
69212,2426,90009,68498,29943,gamma
66395,44816,4138,91176,75945,gamma
4017,10451,62956,93863,10278,beta
90480,43764,1134,62943,95667,beta
54318,60128,88056,21869,5039,alpha
21281,10442,73788,27586,53053,beta
50489,83104,86346,67087,12625,alpha
34397,58671,91785,66897,26149,gamma
60030,69906,5283,7610,43326,alpha
14924,76162,869,97088,1014,beta
10103,82522,96007,33458,90605,beta
82409,23248,89160,43516,29061,alpha
24170,8024,82214,85947,43803,beta
19296,91829,92708,86664,18257,beta
12855,85178,20025,4458,63610,alpha
70843,83961,49831,43427,93809,alpha
38506,5668,91470,47195,73233,beta
24417,81982,10751,46218,7352,beta
79052,88835,97493,28927,41094,gamma
54122,29493,92247,73539,31707,gamma
68814,7296,25398,35842,13261,beta
76709,95985,56704,67173,31781,gamma
13652,5103,25500,35529,18452,beta
49393,31174,64450,35436,47406,gamma
63059,15954,82722,12356,98499,alpha
2187,77243,35098,92471,21225,beta
3606,57620,32828,26489,14387,gamma
69463,71832,95980,2591,48516,beta
91683,62061,66736,81257,61753,gamma
84774,11087,30816,23408,136,gamma
17413,59500,84514,56358,66197,alpha
92789,92420,32854,76240,90063,alpha
16322,6968,27518,51925,59848,beta
93422,1700,93782,23199,44589,gamma
32115,61934,54316,5520,36455,beta
86465,41605,14955,44049,13917,beta
70293,78581,64925,70269,30954,gamma
96671,72617,41458,89037,21113,beta
99977,90226,43939,29345,46313,alpha
92365,69166,47861,97406,49298,gamma
47221,44942,3453,54935,43370,gamma
8328,15534,85280,84925,36320,alpha
49170,80201,8640,91057,30049,gamma
5618,56053,1920,43937,69724,alpha
12207,65774,32972,10799,71088,beta
28916,70463,93500,76700,37158,alpha
84607,71696,61510,58692,61744,beta
15810,5126,30009,99120,90932,alpha
192,36413,12816,39082,65048,alpha
50940,32130,40142,36468,30698,gamma
10655,47897,30075,9359,42056,beta
51831,59191,33272,14671,27048,gamma
76274,25963,43954,72309,95430,beta
717,11676,4434,49810,94636,gamma
4994,4234,69300,43949,37405,alpha
34872,42215,23185,43442,51759,beta
41153,77535,2581,51717,2763,alpha
92910,55480,38759,76067,25307,beta
96371,11064,76848,37548,36945,gamma
47937,6476,51756,90101,2382,alpha
49683,87999,45276,33402,91881,gamma
26946,79698,73933,22335,45095,alpha
79930,27197,22010,24123,87923,alpha
2890,93305,8026,64925,68842,beta
33665,9277,42239,47664,48008,alpha
14683,670,89211,17889,55612,beta
44535,78542,54319,92067,21639,alpha
64712,16633,34660,68975,32172,gamma
59197,58847,11577,77299,20176,beta
44386,63972,89791,41003,19996,alpha
86598,35931,35710,34693,35740,beta
77241,93583,76502,17374,76674,gamma
81471,45913,66025,44516,87796,alpha
26069,56233,84811,59049,39178,beta
32821,51727,60935,16999,62522,beta
38712,64551,40172,33722,10625,beta
67165,76509,6859,41609,43307,alpha
21839,27216,52953,84481,60593,beta
72075,49522,99161,4886,7485,gamma
31455,16767,28453,76280,53442,gamma
51877,12226,93405,22588,78976,gamma
31709,47788,88031,37019,44948,beta
65133,66458,27526,73493,52198,alpha
99534,43395,24031,75542,37701,alpha
25939,49145,20324,22867,203,alpha
16544,15899,29063,90880,3748,gamma
66629,80764,20884,25183,81570,beta
71246,19259,35959,33457,85679,gamma
2103,65901,44535,16103,98046,gamma
90012,78278,12391,28901,97537,alpha
81159,67914,50357,86908,38437,beta
35503,96282,93459,75403,41258,beta
33724,64286,74842,14908,92617,gamma
50626,37228,23386,46754,28302,gamma
60815,84748,63344,35618,76234,alpha
61114,70130,25525,79818,14334,beta
94715,62767,6644,32933,43469,beta
33687,52656,17375,65206,96462,gamma
36607,83178,23993,44386,46287,beta
86724,98132,93308,96393,76312,gamma
98371,75324,71196,70014,8210,gamma
10922,36289,33340,39850,56984,alpha
84178,11094,87959,33418,5741,gamma
72374,68798,70532,22164,35595,gamma
30257,14211,95989,5232,67753,gamma
52691,89765,79768,25613,14026,beta
53535,94090,30908,52113,19610,gamma
46646,63185,72567,47574,91051,beta
36182,570,97790,19288,78824,gamma
29877,84425,917,75602,95040,gamma
64575,72518,39104,18062,16999,alpha
61845,9941,61169,23470,59821,beta
86669,44435,4529,83055,12192,alpha
74102,72762,86795,34087,66677,alpha
4627,56541,68226,3255,57433,alpha
5213,19404,25380,91056,19173,alpha
53027,23989,24519,22439,76949,beta
14995,23559,89049,5021,98000,beta
21119,51539,94835,39350,46223,alpha
25517,78653,22250,84486,82895,alpha
89132,91066,66798,54199,59546,gamma
88151,3327,29768,64418,94386,beta
42788,82384,46830,52446,15160,gamma
56583,33998,27230,9076,69341,beta
31085,55571,14715,5750,78768,gamma
35903,72489,32093,91036,87954,beta
34314,48225,87985,83014,35179,alpha
25338,92435,69681,32101,2775,gamma
97183,45619,45838,19539,57124,beta
65149,26616,79655,90695,54567,alpha
37099,75831,61799,90221,25479,beta
46172,99165,55863,42043,82569,beta
15408,57980,82956,16351,4131,gamma
44825,11349,60931,44254,38225,alpha
12453,18814,18263,77694,15735,gamma
15830,47893,44673,89462,45066,beta
3373,10335,23741,10692,47295,gamma
45541,34057,66983,19583,22765,alpha
59287,23906,85103,79675,46525,beta
38230,19520,85238,51934,25566,gamma
73193,30134,10345,41185,92949,gamma
70744,33455,28018,54219,45991,gamma
73616,87438,9486,38862,58870,alpha
86694,43856,86055,31379,64729,alpha
28378,54353,49996,14031,80072,beta
65982,36683,17618,6587,62790,beta
31480,98530,20527,23569,11151,beta
71094,59174,44739,32954,35303,alpha
34700,93036,67568,66788,71045,alpha
37842,13900,80059,1881,33037,alpha
1630,20789,88059,83494,46151,gamma
48920,67231,80357,3262,66981,alpha
81972,75485,54722,89499,50818,gamma
29932,6901,99023,8597,63909,beta
72391,84214,8263,63293,25805,gamma
91679,11874,93065,86402,14079,alpha
49850,72779,95408,9018,49500,alpha
12100,57021,19800,63400,92446,alpha
29437,76537,46675,19942,20862,alpha
11669,53772,15916,10878,2985,beta
97905,73648,41235,18931,92876,beta
336,42933,84899,45536,69504,alpha
99214,51148,16279,68665,71386,beta
86124,77485,74055,91911,98618,alpha
77273,66670,76474,54028,90022,beta
91632,71128,18108,52495,82806,beta
93185,76533,99025,56830,74640,alpha
52509,66406,94220,39519,49649,beta
34524,96493,33885,44369,95402,alpha
30676,64093,47764,50799,79414,gamma
93095,72307,82062,95432,31923,beta
78388,47574,43391,53664,67384,alpha
31027,35464,34485,19456,74795,beta
35554,46922,13409,69327,91400,beta
36639,63627,83424,19692,89037,gamma
78840,54200,93063,57415,18074,beta
15549,29963,91456,96362,52265,beta
16061,58226,28810,60006,22800,gamma
75476,69460,57767,28054,75319,gamma
45397,13233,90020,25068,65727,alpha
90610,70453,25832,86242,13682,alpha
92298,23383,58160,93332,23666,gamma
58817,91198,34642,41830,10234,alpha
57616,9221,11410,80055,61413,beta
1051,75301,76918,78116,56563,beta
97859,44757,77475,51257,95500,beta
307,56889,68895,95184,35944,alpha
99555,38134,27323,71762,87225,gamma
96507,25954,55021,89959,95927,gamma
79866,70427,4992,1961,12497,beta
32551,76384,55755,13255,4567,alpha
48847,48003,20389,44523,61576,gamma
43919,82103,3358,88535,76524,gamma
97057,5698,66809,93079,55805,alpha
31349,76777,50248,75033,98239,beta
44041,31954,8002,69783,87234,alpha
19738,10703,49422,83106,61899,alpha
12392,44724,32299,15641,79534,alpha
6305,98262,18782,78257,77963,beta
20566,67766,6511,26177,4765,beta
20354,23929,28820,29523,71088,alpha
66163,77525,13780,6589,34812,beta
93664,45939,51493,93326,40953,beta
65785,19309,54195,25901,23576,alpha
31508,74711,25464,60281,16260,alpha
35440,95082,56683,41430,1987,alpha
25105,78484,13026,68309,45927,gamma
75414,57535,42946,56561,10377,gamma
53592,7347,33776,3783,55798,gamma
4298,70204,86207,55161,60652,alpha
34484,98614,20922,34028,20316,gamma
76996,16968,30266,95745,24000,alpha
14011,2866,5898,18395,39019,alpha
4006,34393,10956,50042,96199,alpha
6078,29631,95676,62901,69497,alpha
94813,41574,31417,88020,83639,beta
65006,94881,39454,1587,54710,gamma
86567,91748,75886,18816,85824,beta
29432,48617,72373,34217,20884,beta
5454,74960,43618,83948,62671,alpha
47111,39613,85678,59993,8848,alpha
78672,66125,86444,61602,72045,gamma
42222,49223,65333,52732,49420,alpha
75504,2462,9460,99319,9275,beta
94213,13269,65942,72920,22553,alpha
24366,44036,17369,11795,70021,beta
68154,30143,29425,88209,75139,gamma
5368,4621,58829,60294,14719,gamma
29227,7566,12306,53822,24042,beta
15086,17387,27042,89424,51618,alpha
92050,18323,18019,75426,40863,gamma
10283,18279,46999,62780,22908,gamma
61584,50225,37952,37663,61381,beta
47929,9343,76173,39791,29134,alpha
47101,69443,99111,57530,46799,beta
4827,96143,62653,13699,91419,beta
5313,13598,28807,70423,69390,gamma
45226,59550,80072,3558,75308,gamma
50113,52999,55878,36343,58219,alpha
35186,36966,33769,53218,19229,alpha
75209,27877,58001,97137,38084,alpha
81780,92892,16806,88635,37034,alpha
40317,55468,19094,57796,10589,alpha
57221,1657,98300,39531,52227,gamma
3164,93078,83973,41247,19601,beta
93966,50599,71545,4552,9417,alpha
58579,68207,72055,78270,3722,gamma
70442,95632,40031,79235,21438,beta
58819,43856,33576,41938,49028,gamma
59807,49877,97783,43461,93474,alpha
40469,83136,20435,84117,14191,alpha
84726,27386,31721,54786,13704,gamma
56635,2123,90710,62993,80122,gamma
97512,25416,1814,78537,50258,gamma
16508,85166,78916,35699,46335,alpha
46806,77853,63768,35739,34785,alpha
31980,89335,94702,85016,1609,beta
66253,85481,91128,28141,30009,beta
6782,92072,99352,25933,77154,alpha
8307,92207,75874,38346,50772,beta
72084,40149,86700,27526,96758,beta
85712,68477,5695,39169,47947,gamma
47224,45865,25553,60410,90895,alpha
24816,55026,50705,61922,73914,gamma
1881,39567,47365,79211,70122,alpha
25006,41198,22831,16459,32443,beta
42316,96131,64486,5877,39553,beta
4922,4686,32766,79943,32006,beta
31422,12205,86590,23527,18443,gamma
16524,28202,65552,46142,61692,beta
82384,20855,83747,60372,25095,gamma
38724,49241,52003,68379,94837,alpha
91996,97454,94283,15972,93846,gamma
22927,66630,52347,99708,88860,beta
86210,69518,45283,81326,12205,beta
89874,12748,21097,3092,53311,beta
22692,23862,90396,79507,80152,alpha
70469,4926,91299,3969,35733,alpha
69855,41743,39876,20323,16428,gamma
34578,86486,64140,83829,6364,gamma
35349,691,95598,66467,45896,gamma
57062,97266,79762,13861,96837,alpha
88302,63928,83231,41347,3121,beta
83793,28164,25491,59222,23165,alpha
3748,98581,26553,60380,44331,alpha
96033,96844,39560,53865,46686,beta
75910,4675,66706,77986,76216,alpha
10068,54460,46418,26206,287,alpha
22337,20666,1161,90071,98064,beta
38751,82063,89389,14758,65780,beta
3178,31831,2176,33654,26627,beta
52550,44910,90417,58251,35422,beta
11984,89312,61386,83291,7135,beta
320,94171,21684,55913,88774,beta
21889,95849,98071,48899,10770,gamma
39321,85962,41777,46250,73034,beta
40130,81931,49346,2537,84762,beta
15216,84149,3009,89904,29327,alpha
14209,48443,15029,67613,79443,gamma
56997,62559,64892,70409,8635,beta
33065,33783,34152,58741,51502,alpha
29092,17653,97999,99564,40469,alpha
86483,59754,29978,87592,94543,beta
43169,48287,54745,5543,56392,gamma
21067,51033,45256,90633,69345,gamma
22191,86803,72742,86593,28992,gamma
81531,48803,63477,13210,83329,gamma
26270,62008,5197,7452,41486,gamma
14859,27236,31899,32083,67708,alpha
16663,93076,19053,11085,30564,alpha
89745,59095,69517,21153,5247,alpha
10553,20811,95381,6135,5573,beta
79267,7189,80077,43646,76623,beta
53687,68312,27564,28835,61587,alpha
7697,80165,73922,17046,57823,alpha
73580,53370,9615,5060,76436,gamma
60519,71117,61158,34782,85709,gamma
78533,58255,72684,56918,84284,beta
79558,85549,81422,25256,30005,beta
6638,37419,33377,43116,36634,beta
82291,23382,56063,22394,67789,beta
864,99572,40222,13666,20955,beta
81845,69590,66471,88314,43298,alpha
63108,48924,16709,9726,60824,gamma
40542,20245,34753,79788,21316,gamma
84698,15960,30791,25216,32467,alpha
64427,62047,73290,47014,4078,alpha
78389,50519,4042,49052,14389,beta
95961,68111,93715,50733,34754,beta
18624,85886,26681,89524,81006,beta
24704,94913,94108,7493,69639,beta
54383,2994,69280,47234,47291,alpha
